PLZ;Gebiet_Name;Gebiet_ID
01127;Ost;101
01128;Ost;101
01129;Ost;101
01130;Ost;101
01131;Ost;101
01132;Ost;101
01133;Ost;101
01134;Ost;101
01135;Ost;101
01136;Ost;101
01137;Ost;101
01138;Ost;101
01139;Ost;101
01140;Ost;101
01141;Ost;101
01142;Ost;101
01143;Ost;101
01144;Ost;101
01145;Ost;101
01146;Ost;101
01147;Ost;101
01148;Ost;101
01149;Ost;101
01150;Ost;101
01151;Ost;101
01152;Ost;101
01153;Ost;101
01154;Ost;101
01155;Ost;101
01156;Ost;101
01157;Ost;101
01158;Ost;101
01159;Ost;101
01160;Ost;101
01161;Ost;101
01162;Ost;101
01163;Ost;101
01164;Ost;101
01165;Ost;101
01166;Ost;101
01167;Ost;101
01168;Ost;101
01169;Ost;101
01170;Ost;101
01171;Ost;101
01172;Ost;101
01173;Ost;101
01174;Ost;101
01175;Ost;101
01176;Ost;101
01177;Ost;101
01178;Ost;101
01179;Ost;101
01180;Ost;101
01181;Ost;101
01182;Ost;101
01183;Ost;101
01184;Ost;101
01185;Ost;101
01186;Ost;101
01187;Ost;101
01188;Ost;101
01189;Ost;101
01190;Ost;101
01191;Ost;101
01192;Ost;101
01193;Ost;101
01194;Ost;101
01195;Ost;101
01196;Ost;101
01197;Ost;101
01198;Ost;101
01199;Ost;101
01200;Ost;101
01201;Ost;101
01202;Ost;101
01203;Ost;101
01204;Ost;101
01205;Ost;101
01206;Ost;101
01207;Ost;101
01208;Ost;101
01209;Ost;101
01210;Ost;101
01211;Ost;101
01212;Ost;101
01213;Ost;101
01214;Ost;101
01215;Ost;101
01216;Ost;101
01217;Ost;101
01218;Ost;101
01219;Ost;101
01220;Ost;101
01221;Ost;101
01222;Ost;101
01223;Ost;101
01224;Ost;101
01225;Ost;101
01226;Ost;101
01227;Ost;101
01228;Ost;101
01229;Ost;101
01230;Ost;101
01231;Ost;101
01232;Ost;101
01233;Ost;101
01234;Ost;101
01235;Ost;101
01236;Ost;101
01237;Ost;101
01238;Ost;101
01239;Ost;101
01240;Ost;101
01241;Ost;101
01242;Ost;101
01243;Ost;101
01244;Ost;101
01245;Ost;101
01246;Ost;101
01247;Ost;101
01248;Ost;101
01249;Ost;101
01250;Ost;101
01251;Ost;101
01252;Ost;101
01253;Ost;101
01254;Ost;101
01255;Ost;101
01256;Ost;101
01257;Ost;101
01258;Ost;101
01259;Ost;101
01260;Ost;101
01261;Ost;101
01262;Ost;101
01263;Ost;101
01264;Ost;101
01265;Ost;101
01266;Ost;101
01267;Ost;101
01268;Ost;101
01269;Ost;101
01270;Ost;101
01271;Ost;101
01272;Ost;101
01273;Ost;101
01274;Ost;101
01275;Ost;101
01276;Ost;101
01277;Ost;101
01278;Ost;101
01279;Ost;101
01280;Ost;101
01281;Ost;101
01282;Ost;101
01283;Ost;101
01284;Ost;101
01285;Ost;101
01286;Ost;101
01287;Ost;101
01288;Ost;101
01289;Ost;101
01290;Ost;101
01291;Ost;101
01292;Ost;101
01293;Ost;101
01294;Ost;101
01295;Ost;101
01296;Ost;101
01297;Ost;101
01298;Ost;101
01299;Ost;101
01300;Ost;101
01301;Ost;101
01302;Ost;101
01303;Ost;101
01304;Ost;101
01305;Ost;101
01306;Ost;101
01307;Ost;101
01308;Ost;101
01309;Ost;101
01310;Ost;101
01311;Ost;101
01312;Ost;101
01313;Ost;101
01314;Ost;101
01315;Ost;101
01316;Ost;101
01317;Ost;101
01318;Ost;101
01319;Ost;101
01320;Ost;101
01321;Ost;101
01322;Ost;101
01323;Ost;101
01324;Ost;101
01325;Ost;101
01326;Ost;101
01327;Ost;101
01328;Ost;101
01329;Ost;101
01330;Ost;101
01331;Ost;101
01332;Ost;101
01333;Ost;101
01334;Ost;101
01335;Ost;101
01336;Ost;101
01337;Ost;101
01338;Ost;101
01339;Ost;101
01340;Ost;101
01341;Ost;101
01342;Ost;101
01343;Ost;101
01344;Ost;101
01345;Ost;101
01346;Ost;101
01347;Ost;101
01348;Ost;101
01349;Ost;101
01350;Ost;101
01351;Ost;101
01352;Ost;101
01353;Ost;101
01354;Ost;101
01355;Ost;101
01356;Ost;101
01357;Ost;101
01358;Ost;101
01359;Ost;101
01360;Ost;101
01361;Ost;101
01362;Ost;101
01363;Ost;101
01364;Ost;101
01365;Ost;101
01366;Ost;101
01367;Ost;101
01368;Ost;101
01369;Ost;101
01370;Ost;101
01371;Ost;101
01372;Ost;101
01373;Ost;101
01374;Ost;101
01375;Ost;101
01376;Ost;101
01377;Ost;101
01378;Ost;101
01379;Ost;101
01380;Ost;101
01381;Ost;101
01382;Ost;101
01383;Ost;101
01384;Ost;101
01385;Ost;101
01386;Ost;101
01387;Ost;101
01388;Ost;101
01389;Ost;101
01390;Ost;101
01391;Ost;101
01392;Ost;101
01393;Ost;101
01394;Ost;101
01395;Ost;101
01396;Ost;101
01397;Ost;101
01398;Ost;101
01399;Ost;101
01400;Ost;101
01401;Ost;101
01402;Ost;101
01403;Ost;101
01404;Ost;101
01405;Ost;101
01406;Ost;101
01407;Ost;101
01408;Ost;101
01409;Ost;101
01410;Ost;101
01411;Ost;101
01412;Ost;101
01413;Ost;101
01414;Ost;101
01415;Ost;101
01416;Ost;101
01417;Ost;101
01418;Ost;101
01419;Ost;101
01420;Ost;101
01421;Ost;101
01422;Ost;101
01423;Ost;101
01424;Ost;101
01425;Ost;101
01426;Ost;101
01427;Ost;101
01428;Ost;101
01429;Ost;101
01430;Ost;101
01431;Ost;101
01432;Ost;101
01433;Ost;101
01434;Ost;101
01435;Ost;101
01436;Ost;101
01437;Ost;101
01438;Ost;101
01439;Ost;101
01440;Ost;101
01441;Ost;101
01442;Ost;101
01443;Ost;101
01444;Ost;101
01445;Ost;101
01446;Ost;101
01447;Ost;101
01448;Ost;101
01449;Ost;101
01450;Ost;101
01451;Ost;101
01452;Ost;101
01453;Ost;101
01454;Ost;101
01455;Ost;101
01456;Ost;101
01457;Ost;101
01458;Ost;101
01459;Ost;101
01460;Ost;101
01461;Ost;101
01462;Ost;101
01463;Ost;101
01464;Ost;101
01465;Ost;101
01466;Ost;101
01467;Ost;101
01468;Ost;101
01469;Ost;101
01470;Ost;101
01471;Ost;101
01472;Ost;101
01473;Ost;101
01474;Ost;101
01475;Ost;101
01476;Ost;101
01477;Ost;101
01478;Ost;101
01479;Ost;101
01480;Ost;101
01481;Ost;101
01482;Ost;101
01483;Ost;101
01484;Ost;101
01485;Ost;101
01486;Ost;101
01487;Ost;101
01488;Ost;101
01489;Ost;101
01490;Ost;101
01491;Ost;101
01492;Ost;101
01493;Ost;101
01494;Ost;101
01495;Ost;101
01496;Ost;101
01497;Ost;101
01498;Ost;101
01499;Ost;101
01500;Ost;101
01501;Ost;101
01502;Ost;101
01503;Ost;101
01504;Ost;101
01505;Ost;101
01506;Ost;101
01507;Ost;101
01508;Ost;101
01509;Ost;101
01510;Ost;101
01511;Ost;101
01512;Ost;101
01513;Ost;101
01514;Ost;101
01515;Ost;101
01516;Ost;101
01517;Ost;101
01518;Ost;101
01519;Ost;101
01520;Ost;101
01521;Ost;101
01522;Ost;101
01523;Ost;101
01524;Ost;101
01525;Ost;101
01526;Ost;101
01527;Ost;101
01528;Ost;101
01529;Ost;101
01530;Ost;101
01531;Ost;101
01532;Ost;101
01533;Ost;101
01534;Ost;101
01535;Ost;101
01536;Ost;101
01537;Ost;101
01538;Ost;101
01539;Ost;101
01540;Ost;101
01541;Ost;101
01542;Ost;101
01543;Ost;101
01544;Ost;101
01545;Ost;101
01546;Ost;101
01547;Ost;101
01548;Ost;101
01549;Ost;101
01550;Ost;101
01551;Ost;101
01552;Ost;101
01553;Ost;101
01554;Ost;101
01555;Ost;101
01556;Ost;101
01557;Ost;101
01558;Ost;101
01559;Ost;101
01560;Ost;101
01561;Ost;101
01562;Ost;101
01563;Ost;101
01564;Ost;101
01565;Ost;101
01566;Ost;101
01567;Ost;101
01568;Ost;101
01569;Ost;101
01570;Ost;101
01571;Ost;101
01572;Ost;101
01573;Ost;101
01574;Ost;101
01575;Ost;101
01576;Ost;101
01577;Ost;101
01578;Ost;101
01579;Ost;101
01580;Ost;101
01581;Ost;101
01582;Ost;101
01583;Ost;101
01584;Ost;101
01585;Ost;101
01586;Ost;101
01587;Ost;101
01588;Ost;101
01589;Ost;101
01590;Ost;101
01591;Ost;101
01592;Ost;101
01593;Ost;101
01594;Ost;101
01595;Ost;101
01596;Ost;101
01597;Ost;101
01598;Ost;101
01599;Ost;101
01600;Ost;101
01601;Ost;101
01602;Ost;101
01603;Ost;101
01604;Ost;101
01605;Ost;101
01606;Ost;101
01607;Ost;101
01608;Ost;101
01609;Ost;101
01610;Ost;101
01611;Ost;101
01612;Ost;101
01613;Ost;101
01614;Ost;101
01615;Ost;101
01616;Ost;101
01617;Ost;101
01618;Ost;101
01619;Ost;101
01620;Ost;101
01621;Ost;101
01622;Ost;101
01623;Ost;101
01624;Ost;101
01625;Ost;101
01626;Ost;101
01627;Ost;101
01628;Ost;101
01629;Ost;101
01630;Ost;101
01631;Ost;101
01632;Ost;101
01633;Ost;101
01634;Ost;101
01635;Ost;101
01636;Ost;101
01637;Ost;101
01638;Ost;101
01639;Ost;101
01640;Ost;101
01641;Ost;101
01642;Ost;101
01643;Ost;101
01644;Ost;101
01645;Ost;101
01646;Ost;101
01647;Ost;101
01648;Ost;101
01649;Ost;101
01650;Ost;101
01651;Ost;101
01652;Ost;101
01653;Ost;101
01654;Ost;101
01655;Ost;101
01656;Ost;101
01657;Ost;101
01658;Ost;101
01659;Ost;101
01660;Ost;101
01661;Ost;101
01662;Ost;101
01663;Ost;101
01664;Ost;101
01665;Ost;101
01666;Ost;101
01667;Ost;101
01668;Ost;101
01669;Ost;101
01670;Ost;101
01671;Ost;101
01672;Ost;101
01673;Ost;101
01674;Ost;101
01675;Ost;101
01676;Ost;101
01677;Ost;101
01678;Ost;101
01679;Ost;101
01680;Ost;101
01681;Ost;101
01682;Ost;101
01683;Ost;101
01684;Ost;101
01685;Ost;101
01686;Ost;101
01687;Ost;101
01688;Ost;101
01689;Ost;101
01690;Ost;101
01691;Ost;101
01692;Ost;101
01693;Ost;101
01694;Ost;101
01695;Ost;101
01696;Ost;101
01697;Ost;101
01698;Ost;101
01699;Ost;101
01700;Ost;101
01701;Ost;101
01702;Ost;101
01703;Ost;101
01704;Ost;101
01705;Ost;101
01706;Ost;101
01707;Ost;101
01708;Ost;101
01709;Ost;101
01710;Ost;101
01711;Ost;101
01712;Ost;101
01713;Ost;101
01714;Ost;101
01715;Ost;101
01716;Ost;101
01717;Ost;101
01718;Ost;101
01719;Ost;101
01720;Ost;101
01721;Ost;101
01722;Ost;101
01723;Ost;101
01724;Ost;101
01725;Ost;101
01726;Ost;101
01727;Ost;101
01728;Ost;101
01729;Ost;101
01730;Ost;101
01731;Ost;101
01732;Ost;101
01733;Ost;101
01734;Ost;101
01735;Ost;101
01736;Ost;101
01737;Ost;101
01738;Ost;101
01739;Ost;101
01740;Ost;101
01741;Ost;101
01742;Ost;101
01743;Ost;101
01744;Ost;101
01745;Ost;101
01746;Ost;101
01747;Ost;101
01748;Ost;101
01749;Ost;101
01750;Ost;101
01751;Ost;101
01752;Ost;101
01753;Ost;101
01754;Ost;101
01755;Ost;101
01756;Ost;101
01757;Ost;101
01758;Ost;101
01759;Ost;101
01760;Ost;101
01761;Ost;101
01762;Ost;101
01763;Ost;101
01764;Ost;101
01765;Ost;101
01766;Ost;101
01767;Ost;101
01768;Ost;101
01769;Ost;101
01770;Ost;101
01771;Ost;101
01772;Ost;101
01773;Ost;101
01774;Ost;101
01775;Ost;101
01776;Ost;101
01777;Ost;101
01778;Ost;101
01779;Ost;101
01780;Ost;101
01781;Ost;101
01782;Ost;101
01783;Ost;101
01784;Ost;101
01785;Ost;101
01786;Ost;101
01787;Ost;101
01788;Ost;101
01789;Ost;101
01790;Ost;101
01791;Ost;101
01792;Ost;101
01793;Ost;101
01794;Ost;101
01795;Ost;101
01796;Ost;101
01797;Ost;101
01798;Ost;101
01799;Ost;101
01800;Ost;101
01801;Ost;101
01802;Ost;101
01803;Ost;101
01804;Ost;101
01805;Ost;101
01806;Ost;101
01807;Ost;101
01808;Ost;101
01809;Ost;101
01810;Ost;101
01811;Ost;101
01812;Ost;101
01813;Ost;101
01814;Ost;101
01815;Ost;101
01816;Ost;101
01817;Ost;101
01818;Ost;101
01819;Ost;101
01820;Ost;101
01821;Ost;101
01822;Ost;101
01823;Ost;101
01824;Ost;101
01825;Ost;101
01826;Ost;101
01827;Ost;101
01828;Ost;101
01829;Ost;101
01830;Ost;101
01831;Ost;101
01832;Ost;101
01833;Ost;101
01834;Ost;101
01835;Ost;101
01836;Ost;101
01837;Ost;101
01838;Ost;101
01839;Ost;101
01840;Ost;101
01841;Ost;101
01842;Ost;101
01843;Ost;101
01844;Ost;101
01845;Ost;101
01846;Ost;101
01847;Ost;101
01848;Ost;101
01849;Ost;101
01850;Ost;101
01851;Ost;101
01852;Ost;101
01853;Ost;101
01854;Ost;101
01855;Ost;101
01856;Ost;101
01857;Ost;101
01858;Ost;101
01859;Ost;101
01860;Ost;101
01861;Ost;101
01862;Ost;101
01863;Ost;101
01864;Ost;101
01865;Ost;101
01866;Ost;101
01867;Ost;101
01868;Ost;101
01869;Ost;101
01870;Ost;101
01871;Ost;101
01872;Ost;101
01873;Ost;101
01874;Ost;101
01875;Ost;101
01876;Ost;101
01877;Ost;101
01878;Ost;101
01879;Ost;101
01880;Ost;101
01881;Ost;101
01882;Ost;101
01883;Ost;101
01884;Ost;101
01885;Ost;101
01886;Ost;101
01887;Ost;101
01888;Ost;101
01889;Ost;101
01890;Ost;101
01891;Ost;101
01892;Ost;101
01893;Ost;101
01894;Ost;101
01895;Ost;101
01896;Ost;101
01897;Ost;101
01898;Ost;101
01899;Ost;101
01900;Ost;101
01901;Ost;101
01902;Ost;101
01903;Ost;101
01904;Ost;101
01905;Ost;101
01906;Ost;101
01907;Ost;101
01908;Ost;101
01909;Ost;101
01910;Ost;101
01911;Ost;101
01912;Ost;101
01913;Ost;101
01914;Ost;101
01915;Ost;101
01916;Ost;101
01917;Ost;101
01918;Ost;101
01919;Ost;101
01920;Ost;101
01921;Ost;101
01922;Ost;101
01923;Ost;101
01924;Ost;101
01925;Ost;101
01926;Ost;101
01927;Ost;101
01928;Ost;101
01929;Ost;101
01930;Ost;101
01931;Ost;101
01932;Ost;101
01933;Ost;101
01934;Ost;101
01935;Ost;101
01936;Ost;101
01937;Ost;101
01938;Ost;101
01939;Ost;101
01940;Ost;101
01941;Ost;101
01942;Ost;101
01943;Ost;101
01944;Ost;101
01945;Ost;101
01946;Ost;101
01947;Ost;101
01948;Ost;101
01949;Ost;101
01950;Ost;101
01951;Ost;101
01952;Ost;101
01953;Ost;101
01954;Ost;101
01955;Ost;101
01956;Ost;101
01957;Ost;101
01958;Ost;101
01959;Ost;101
01960;Ost;101
01961;Ost;101
01962;Ost;101
01963;Ost;101
01964;Ost;101
01965;Ost;101
01966;Ost;101
01967;Ost;101
01968;Ost;101
01969;Ost;101
01970;Ost;101
01971;Ost;101
01972;Ost;101
01973;Ost;101
01974;Ost;101
01975;Ost;101
01976;Ost;101
01977;Ost;101
01978;Ost;101
01979;Ost;101
01980;Ost;101
01981;Ost;101
01982;Ost;101
01983;Ost;101
01984;Ost;101
01985;Ost;101
01986;Ost;101
01987;Ost;101
01988;Ost;101
01989;Ost;101
01990;Ost;101
01991;Ost;101
01992;Ost;101
01993;Ost;101
01994;Ost;101
01995;Ost;101
01996;Ost;101
01997;Ost;101
01998;Ost;101
01999;Ost;101
02000;Ost;101
02001;Ost;101
02002;Ost;101
02003;Ost;101
02004;Ost;101
02005;Ost;101
02006;Ost;101
02007;Ost;101
02008;Ost;101
02009;Ost;101
02010;Ost;101
02011;Ost;101
02012;Ost;101
02013;Ost;101
02014;Ost;101
02015;Ost;101
02016;Ost;101
02017;Ost;101
02018;Ost;101
02019;Ost;101
02020;Ost;101
02021;Ost;101
02022;Ost;101
02023;Ost;101
02024;Ost;101
02025;Ost;101
02026;Ost;101
02027;Ost;101
02028;Ost;101
02029;Ost;101
02030;Ost;101
02031;Ost;101
02032;Ost;101
02033;Ost;101
02034;Ost;101
02035;Ost;101
02036;Ost;101
02037;Ost;101
02038;Ost;101
02039;Ost;101
02040;Ost;101
02041;Ost;101
02042;Ost;101
02043;Ost;101
02044;Ost;101
02045;Ost;101
02046;Ost;101
02047;Ost;101
02048;Ost;101
02049;Ost;101
02050;Ost;101
02051;Ost;101
02052;Ost;101
02053;Ost;101
02054;Ost;101
02055;Ost;101
02056;Ost;101
02057;Ost;101
02058;Ost;101
02059;Ost;101
02060;Ost;101
02061;Ost;101
02062;Ost;101
02063;Ost;101
02064;Ost;101
02065;Ost;101
02066;Ost;101
02067;Ost;101
02068;Ost;101
02069;Ost;101
02070;Ost;101
02071;Ost;101
02072;Ost;101
02073;Ost;101
02074;Ost;101
02075;Ost;101
02076;Ost;101
02077;Ost;101
02078;Ost;101
02079;Ost;101
02080;Ost;101
02081;Ost;101
02082;Ost;101
02083;Ost;101
02084;Ost;101
02085;Ost;101
02086;Ost;101
02087;Ost;101
02088;Ost;101
02089;Ost;101
02090;Ost;101
02091;Ost;101
02092;Ost;101
02093;Ost;101
02094;Ost;101
02095;Ost;101
02096;Ost;101
02097;Ost;101
02098;Ost;101
02099;Ost;101
02100;Ost;101
02101;Ost;101
02102;Ost;101
02103;Ost;101
02104;Ost;101
02105;Ost;101
02106;Ost;101
02107;Ost;101
02108;Ost;101
02109;Ost;101
02110;Ost;101
02111;Ost;101
02112;Ost;101
02113;Ost;101
02114;Ost;101
02115;Ost;101
02116;Ost;101
02117;Ost;101
02118;Ost;101
02119;Ost;101
02120;Ost;101
02121;Ost;101
02122;Ost;101
02123;Ost;101
02124;Ost;101
02125;Ost;101
02126;Ost;101
02127;Ost;101
02128;Ost;101
02129;Ost;101
02130;Ost;101
02131;Ost;101
02132;Ost;101
02133;Ost;101
02134;Ost;101
02135;Ost;101
02136;Ost;101
02137;Ost;101
02138;Ost;101
02139;Ost;101
02140;Ost;101
02141;Ost;101
02142;Ost;101
02143;Ost;101
02144;Ost;101
02145;Ost;101
02146;Ost;101
02147;Ost;101
02148;Ost;101
02149;Ost;101
02150;Ost;101
02151;Ost;101
02152;Ost;101
02153;Ost;101
02154;Ost;101
02155;Ost;101
02156;Ost;101
02157;Ost;101
02158;Ost;101
02159;Ost;101
02160;Ost;101
02161;Ost;101
02162;Ost;101
02163;Ost;101
02164;Ost;101
02165;Ost;101
02166;Ost;101
02167;Ost;101
02168;Ost;101
02169;Ost;101
02170;Ost;101
02171;Ost;101
02172;Ost;101
02173;Ost;101
02174;Ost;101
02175;Ost;101
02176;Ost;101
02177;Ost;101
02178;Ost;101
02179;Ost;101
02180;Ost;101
02181;Ost;101
02182;Ost;101
02183;Ost;101
02184;Ost;101
02185;Ost;101
02186;Ost;101
02187;Ost;101
02188;Ost;101
02189;Ost;101
02190;Ost;101
02191;Ost;101
02192;Ost;101
02193;Ost;101
02194;Ost;101
02195;Ost;101
02196;Ost;101
02197;Ost;101
02198;Ost;101
02199;Ost;101
02200;Ost;101
02201;Ost;101
02202;Ost;101
02203;Ost;101
02204;Ost;101
02205;Ost;101
02206;Ost;101
02207;Ost;101
02208;Ost;101
02209;Ost;101
02210;Ost;101
02211;Ost;101
02212;Ost;101
02213;Ost;101
02214;Ost;101
02215;Ost;101
02216;Ost;101
02217;Ost;101
02218;Ost;101
02219;Ost;101
02220;Ost;101
02221;Ost;101
02222;Ost;101
02223;Ost;101
02224;Ost;101
02225;Ost;101
02226;Ost;101
02227;Ost;101
02228;Ost;101
02229;Ost;101
02230;Ost;101
02231;Ost;101
02232;Ost;101
02233;Ost;101
02234;Ost;101
02235;Ost;101
02236;Ost;101
02237;Ost;101
02238;Ost;101
02239;Ost;101
02240;Ost;101
02241;Ost;101
02242;Ost;101
02243;Ost;101
02244;Ost;101
02245;Ost;101
02246;Ost;101
02247;Ost;101
02248;Ost;101
02249;Ost;101
02250;Ost;101
02251;Ost;101
02252;Ost;101
02253;Ost;101
02254;Ost;101
02255;Ost;101
02256;Ost;101
02257;Ost;101
02258;Ost;101
02259;Ost;101
02260;Ost;101
02261;Ost;101
02262;Ost;101
02263;Ost;101
02264;Ost;101
02265;Ost;101
02266;Ost;101
02267;Ost;101
02268;Ost;101
02269;Ost;101
02270;Ost;101
02271;Ost;101
02272;Ost;101
02273;Ost;101
02274;Ost;101
02275;Ost;101
02276;Ost;101
02277;Ost;101
02278;Ost;101
02279;Ost;101
02280;Ost;101
02281;Ost;101
02282;Ost;101
02283;Ost;101
02284;Ost;101
02285;Ost;101
02286;Ost;101
02287;Ost;101
02288;Ost;101
02289;Ost;101
02290;Ost;101
02291;Ost;101
02292;Ost;101
02293;Ost;101
02294;Ost;101
02295;Ost;101
02296;Ost;101
02297;Ost;101
02298;Ost;101
02299;Ost;101
02300;Ost;101
02301;Ost;101
02302;Ost;101
02303;Ost;101
02304;Ost;101
02305;Ost;101
02306;Ost;101
02307;Ost;101
02308;Ost;101
02309;Ost;101
02310;Ost;101
02311;Ost;101
02312;Ost;101
02313;Ost;101
02314;Ost;101
02315;Ost;101
02316;Ost;101
02317;Ost;101
02318;Ost;101
02319;Ost;101
02320;Ost;101
02321;Ost;101
02322;Ost;101
02323;Ost;101
02324;Ost;101
02325;Ost;101
02326;Ost;101
02327;Ost;101
02328;Ost;101
02329;Ost;101
02330;Ost;101
02331;Ost;101
02332;Ost;101
02333;Ost;101
02334;Ost;101
02335;Ost;101
02336;Ost;101
02337;Ost;101
02338;Ost;101
02339;Ost;101
02340;Ost;101
02341;Ost;101
02342;Ost;101
02343;Ost;101
02344;Ost;101
02345;Ost;101
02346;Ost;101
02347;Ost;101
02348;Ost;101
02349;Ost;101
02350;Ost;101
02351;Ost;101
02352;Ost;101
02353;Ost;101
02354;Ost;101
02355;Ost;101
02356;Ost;101
02357;Ost;101
02358;Ost;101
02359;Ost;101
02360;Ost;101
02361;Ost;101
02362;Ost;101
02363;Ost;101
02364;Ost;101
02365;Ost;101
02366;Ost;101
02367;Ost;101
02368;Ost;101
02369;Ost;101
02370;Ost;101
02371;Ost;101
02372;Ost;101
02373;Ost;101
02374;Ost;101
02375;Ost;101
02376;Ost;101
02377;Ost;101
02378;Ost;101
02379;Ost;101
02380;Ost;101
02381;Ost;101
02382;Ost;101
02383;Ost;101
02384;Ost;101
02385;Ost;101
02386;Ost;101
02387;Ost;101
02388;Ost;101
02389;Ost;101
02390;Ost;101
02391;Ost;101
02392;Ost;101
02393;Ost;101
02394;Ost;101
02395;Ost;101
02396;Ost;101
02397;Ost;101
02398;Ost;101
02399;Ost;101
02400;Ost;101
02401;Ost;101
02402;Ost;101
02403;Ost;101
02404;Ost;101
02405;Ost;101
02406;Ost;101
02407;Ost;101
02408;Ost;101
02409;Ost;101
02410;Ost;101
02411;Ost;101
02412;Ost;101
02413;Ost;101
02414;Ost;101
02415;Ost;101
02416;Ost;101
02417;Ost;101
02418;Ost;101
02419;Ost;101
02420;Ost;101
02421;Ost;101
02422;Ost;101
02423;Ost;101
02424;Ost;101
02425;Ost;101
02426;Ost;101
02427;Ost;101
02428;Ost;101
02429;Ost;101
02430;Ost;101
02431;Ost;101
02432;Ost;101
02433;Ost;101
02434;Ost;101
02435;Ost;101
02436;Ost;101
02437;Ost;101
02438;Ost;101
02439;Ost;101
02440;Ost;101
02441;Ost;101
02442;Ost;101
02443;Ost;101
02444;Ost;101
02445;Ost;101
02446;Ost;101
02447;Ost;101
02448;Ost;101
02449;Ost;101
02450;Ost;101
02451;Ost;101
02452;Ost;101
02453;Ost;101
02454;Ost;101
02455;Ost;101
02456;Ost;101
02457;Ost;101
02458;Ost;101
02459;Ost;101
02460;Ost;101
02461;Ost;101
02462;Ost;101
02463;Ost;101
02464;Ost;101
02465;Ost;101
02466;Ost;101
02467;Ost;101
02468;Ost;101
02469;Ost;101
02470;Ost;101
02471;Ost;101
02472;Ost;101
02473;Ost;101
02474;Ost;101
02475;Ost;101
02476;Ost;101
02477;Ost;101
02478;Ost;101
02479;Ost;101
02480;Ost;101
02481;Ost;101
02482;Ost;101
02483;Ost;101
02484;Ost;101
02485;Ost;101
02486;Ost;101
02487;Ost;101
02488;Ost;101
02489;Ost;101
02490;Ost;101
02491;Ost;101
02492;Ost;101
02493;Ost;101
02494;Ost;101
02495;Ost;101
02496;Ost;101
02497;Ost;101
02498;Ost;101
02499;Ost;101
02500;Ost;101
02501;Ost;101
02502;Ost;101
02503;Ost;101
02504;Ost;101
02505;Ost;101
02506;Ost;101
02507;Ost;101
02508;Ost;101
02509;Ost;101
02510;Ost;101
02511;Ost;101
02512;Ost;101
02513;Ost;101
02514;Ost;101
02515;Ost;101
02516;Ost;101
02517;Ost;101
02518;Ost;101
02519;Ost;101
02520;Ost;101
02521;Ost;101
02522;Ost;101
02523;Ost;101
02524;Ost;101
02525;Ost;101
02526;Ost;101
02527;Ost;101
02528;Ost;101
02529;Ost;101
02530;Ost;101
02531;Ost;101
02532;Ost;101
02533;Ost;101
02534;Ost;101
02535;Ost;101
02536;Ost;101
02537;Ost;101
02538;Ost;101
02539;Ost;101
02540;Ost;101
02541;Ost;101
02542;Ost;101
02543;Ost;101
02544;Ost;101
02545;Ost;101
02546;Ost;101
02547;Ost;101
02548;Ost;101
02549;Ost;101
